,,종목코드,종목명,현재가,전일대비기호,전일대비,등락률,이전거래량,현재거래량,급증량,급증률,종목분류,매도잔량,매수잔량,체결강도,횟수,거래량,전일비,거래회전율,거래금액,거래량(장중),전일비(장중),거래회전율(장중),거래금액(장중),거래량(장후),전일비(장후),거래회전율(장후),거래금액(장후),거래량(장전),전일비(장전),거래회전율(장전),거래금액(장전),기준가,기준대비,급등률,예상체결가,예상체결량,매도호가,매수호가,현재순위,전일순위,전일거래량,거래대금
당일 거래량 상위 종목,31,177350,베셀,-223,5,-5,-2.19,,,,,,,,,,3682228,-22.63,+4.12,864,3682228,-22.76,+4.13,864,0,+0.00,+0.00,0,0,+0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,32,043590,웰킵스하이텍,+785,2,+169,+27.44,,,,,,,,,,3646656,+148.04,+13.44,2779,3646549,+151.27,+13.44,2779,0,+0.00,+0.00,0,107,0.00,+0.01,0,,,,,,,,,,,
당일 거래량 상위 종목,33,476080,M83,+16780,2,+1460,+9.53,,,,,,,,,,3634063,-57.84,+46.68,58291,3633567,-59.25,+46.68,58283,0,+0.00,+0.00,0,496,0.00,+0.01,8,,,,,,,,,,,
당일 거래량 상위 종목,34,041020,폴라리스오피스,-6620,5,-270,-3.92,,,,,,,,,,3610111,-9.56,+7.26,23834,3604851,-9.72,+7.25,23798,0,+0.00,+0.00,0,5260,-36.45,+0.02,36,,,,,,,,,,,
당일 거래량 상위 종목,35,203650,드림시큐리티,+3465,2,+285,+8.96,,,,,,,,,,3600846,+2345.57,+7.12,12559,3598976,+2404.53,+7.12,12553,0,+0.00,+0.00,0,1870,+18700.01,+0.01,6,,,,,,,,,,,
당일 거래량 상위 종목,36,530036,삼성 인버스 2X WTI원유 선물 ETN,+99,2,+1,+1.02,,,,,,,,,,3462991,-13.10,+0.23,339,3462991,-13.28,+0.24,339,0,+0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,37,299900,위지윅스튜디오,+1746,2,+7,+0.40,,,,,,,,,,3442590,+197.74,+2.01,6215,3442590,+200.73,+2.02,6215,0,+0.00,+0.00,0,0,+0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,38,101670,하이드로리튬,-2665,5,-50,-1.84,,,,,,,,,,3153304,-25.53,+6.10,8538,3153219,-25.82,+6.11,8537,0,+0.00,+0.00,0,85,-1.04,+0.01,0,,,,,,,,,,,
당일 거래량 상위 종목,39,002870,신풍,+1302,2,+174,+15.43,,,,,,,,,,2936000,+520.02,+8.40,3913,2936000,+523.00,+8.40,3913,0,+0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,40,033340,좋은사람들,-680,5,-115,-14.47,,,,,,,,,,2870922,-34.73,+2.96,1972,2870922,-34.87,+2.97,1972,0,+0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,41,219550,디와이디,+523,2,+29,+5.87,,,,,,,,,,2846410,-47.83,+2.82,1446,2846410,-48.84,+2.82,1446,0,+0.00,+0.00,0,0,+0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,42,464080,에스오에스랩,+8480,2,+310,+3.79,,,,,,,,,,2826816,-17.36,+15.99,23907,2825242,-17.51,+15.98,23894,0,+0.00,+0.00,0,1574,-3.67,+0.01,13,,,,,,,,,,,
당일 거래량 상위 종목,43,459100,위츠,-15120,5,-260,-1.69,,,,,,,,,,2662108,-22.82,+21.44,41678,2661198,-23.03,+21.44,41664,0,+0.00,+0.00,0,910,-27.17,+0.01,14,,,,,,,,,,,
당일 거래량 상위 종목,44,000660,SK하이닉스,-163500,5,-4800,-2.85,,,,,,,,,,2610058,-54.87,+0.36,427698,2609157,-56.35,+0.36,427546,0,+0.00,+0.00,0,901,+113.20,+0.01,152,,,,,,,,,,,
당일 거래량 상위 종목,45,900340,윙입푸드,-2460,5,-300,-10.87,,,,,,,,,,2538149,-37.19,+5.29,6268,2537489,-37.78,+5.29,6266,0,+0.00,+0.00,0,660,-7.97,+0.01,2,,,,,,,,,,,
당일 거래량 상위 종목,46,466100,클로봇,-8180,5,-480,-5.54,,,,,,,,,,2514476,-67.14,+10.24,20576,2509992,-69.18,+10.23,20537,0,+0.00,+0.00,0,4484,0.00,+0.02,39,,,,,,,,,,,
당일 거래량 상위 종목,47,475580,에이럭스,-9470,5,-370,-3.76,,,,,,,,,,2491352,-12.79,+18.66,24714,2484946,-12.83,+18.62,24651,0,+0.00,+0.00,0,6406,+30504.77,+0.05,63,,,,,,,,,,,
당일 거래량 상위 종목,48,356680,엑스게이트,+5400,2,+150,+2.86,,,,,,,,,,2461716,+247.87,+8.62,13473,2461716,+369.49,+8.63,13473,0,+0.00,+0.00,0,0,+0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,49,496080,TIGER 코리아밸류업,-9490,5,-15,-0.16,,,,,,,,,,2428997,-67.91,+7.44,23027,2428997,-67.90,+7.44,23027,0,0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,50,010140,삼성중공업,-11790,5,-110,-0.92,,,,,,,,,,2393860,-36.32,+0.27,28660,2393170,-36.50,+0.28,28652,0,+0.00,+0.00,0,690,+633.03,+0.01,8,,,,,,,,,,,
당일 거래량 상위 종목,51,005860,한일사료,+4065,2,+105,+2.65,,,,,,,,,,2362818,+175.57,+6.00,9834,2362818,+247.48,+6.00,9834,0,+0.00,+0.00,0,0,+0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,52,034020,두산에너빌리티,+21500,2,+400,+1.90,,,,,,,,,,2264846,-55.70,+0.35,48808,2263935,-56.73,+0.36,48789,0,+0.00,+0.00,0,911,-16.70,+0.01,19,,,,,,,,,,,
당일 거래량 상위 종목,53,282720,금양그린파워,+10420,2,+1740,+20.05,,,,,,,,,,2220074,+6394.96,+18.32,22768,2220074,+6414.36,+18.32,22768,0,0.00,+0.00,0,0,+0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,54,229200,KODEX 코스닥150,+11705,2,+75,+0.64,,,,,,,,,,2215253,-19.72,+2.39,25942,2215110,-28.56,+2.40,25940,0,+0.00,+0.00,0,143,+7150.00,+0.01,2,,,,,,,,,,,
당일 거래량 상위 종목,55,475400,씨메스,+19400,2,+290,+1.52,,,,,,,,,,2205781,-51.88,+19.29,43996,2204092,-52.61,+19.28,43964,0,+0.00,+0.00,0,1689,+324.19,+0.02,32,,,,,,,,,,,
당일 거래량 상위 종목,56,365330,에스와이스틸텍,-8640,5,-480,-5.26,,,,,,,,,,2172730,-17.41,+7.10,19161,2170644,-17.78,+7.10,19142,0,+0.00,+0.00,0,2086,-1.87,+0.01,19,,,,,,,,,,,
당일 거래량 상위 종목,57,041190,우리기술투자,+8930,2,+50,+0.56,,,,,,,,,,2132493,-60.81,+2.54,19273,2132453,-64.05,+2.54,19273,0,+0.00,+0.00,0,40,-10.52,+0.01,0,,,,,,,,,,,
당일 거래량 상위 종목,58,208640,썸에이지,-378,5,-6,-1.56,,,,,,,,,,2102554,-9.62,+1.51,788,2098856,-9.69,+1.51,786,0,+0.00,+0.00,0,3698,0.00,+0.01,1,,,,,,,,,,,
당일 거래량 상위 종목,59,030520,한글과컴퓨터,+25750,2,+150,+0.59,,,,,,,,,,2098129,-26.50,+8.68,53187,2094388,-26.78,+8.67,53091,0,+0.00,+0.00,0,3741,+157.45,+0.02,96,,,,,,,,,,,
당일 거래량 상위 종목,60,084650,랩지노믹스,+2780,2,+145,+5.50,,,,,,,,,,2090031,+171.49,+2.82,5792,2088809,+179.33,+2.82,5789,0,+0.00,+0.00,0,1222,+596.10,+0.01,3,,,,,,,,,,,
당일 거래량 상위 종목,61,115500,케이씨에스,+8100,2,+210,+2.66,,,,,,,,,,2076798,+379.46,+17.31,17622,2076798,+616.55,+17.31,17622,0,+0.00,+0.00,0,0,+0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,62,530107,삼성 인버스 2X 코스닥150 선물 ETN,-7355,5,-65,-0.88,,,,,,,,,,1976058,-33.23,+4.94,14509,1974806,-33.27,+4.94,14499,0,+0.00,+0.00,0,1252,+125200.00,+0.01,9,,,,,,,,,,,
당일 거래량 상위 종목,63,252710,TIGER 200선물인버스2X,+2550,2,+10,+0.39,,,,,,,,,,1903875,-50.28,+6.50,4849,1903875,-50.30,+6.50,4849,0,+0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,64,225190,LK삼양,+2765,2,+30,+1.10,,,,,,,,,,1882886,-37.18,+3.71,5304,1872748,-37.36,+3.70,5276,0,+0.00,+0.00,0,10138,0.00,+0.02,28,,,,,,,,,,,
당일 거래량 상위 종목,65,103840,우양,+3380,2,+240,+7.64,,,,,,,,,,1816775,+1811.12,+11.10,6527,1816725,+2186.64,+11.11,6527,0,+0.00,+0.00,0,50,0.00,+0.01,0,,,,,,,,,,,
당일 거래량 상위 종목,66,108860,셀바스AI,+14610,2,+100,+0.69,,,,,,,,,,1767041,-42.59,+6.57,25837,1763294,-43.17,+6.56,25783,0,+0.00,+0.00,0,3747,+129.48,+0.02,54,,,,,,,,,,,
당일 거래량 상위 종목,67,002410,범양건영,-3060,5,-220,-6.71,,,,,,,,,,1765650,-39.02,+6.43,5482,1756816,-39.67,+6.40,5453,0,+0.00,+0.00,0,8834,-25.04,+0.04,29,,,,,,,,,,,
당일 거래량 상위 종목,68,255220,SG,-3295,5,-80,-2.37,,,,,,,,,,1721650,-22.26,+1.80,5737,1716438,-22.57,+1.80,5719,0,+0.00,+0.00,0,5212,-15.04,+0.01,18,,,,,,,,,,,
당일 거래량 상위 종목,69,360750,TIGER 미국S&P500,-20830,5,-105,-0.50,,,,,,,,,,1643133,-41.22,+0.61,34226,1643082,-41.26,+0.62,34225,0,+0.00,+0.00,0,51,+283.34,+0.01,1,,,,,,,,,,,
당일 거래량 상위 종목,70,083650,비에이치아이,-16800,5,-220,-1.29,,,,,,,,,,1640906,-42.83,+5.30,28137,1640480,-43.47,+5.31,28130,0,+0.00,+0.00,0,426,-4.49,+0.01,7,,,,,,,,,,,
당일 거래량 상위 종목,71,187220,디티앤씨,-3720,5,-30,-0.80,,,,,,,,,,1634538,-14.38,+13.97,6268,1634538,-14.65,+13.98,6268,0,+0.00,+0.00,0,0,+0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,72,495850,KODEX 코리아밸류업,-9455,5,-5,-0.05,,,,,,,,,,1588911,+155.48,+7.09,15042,1588911,+155.48,+7.10,15042,0,0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,73,145170,노브랜드,+18640,2,+810,+4.54,,,,,,,,,,1585119,+180.00,+17.46,29796,1585089,+184.15,+17.46,29795,0,+0.00,+0.00,0,30,-7.48,+0.01,1,,,,,,,,,,,
당일 거래량 상위 종목,74,389680,유디엠텍,-1177,5,-11,-0.93,,,,,,,,,,1541991,-10.23,+3.85,1821,1541236,-10.44,+3.86,1820,0,+0.00,+0.00,0,755,0.00,+0.01,1,,,,,,,,,,,
당일 거래량 상위 종목,75,272210,한화시스템,+23750,2,+350,+1.50,,,,,,,,,,1518532,-43.30,+0.80,36242,1518063,-44.37,+0.81,36231,0,+0.00,+0.00,0,469,-11.78,+0.01,11,,,,,,,,,,,
당일 거래량 상위 종목,76,024740,한일단조,-2750,5,-95,-3.34,,,,,,,,,,1486647,-12.49,+4.52,4108,1476760,-12.57,+4.49,4080,0,+0.00,+0.00,0,9887,-66.01,+0.04,28,,,,,,,,,,,
당일 거래량 상위 종목,77,033320,제이씨현시스템,-4800,5,-120,-2.44,,,,,,,,,,1485482,-9.84,+7.77,7278,1484854,-10.17,+7.77,7275,0,+0.00,+0.00,0,628,0.00,+0.01,3,,,,,,,,,,,
당일 거래량 상위 종목,78,465480,인스피언,+9090,2,+980,+12.08,,,,,,,,,,1451760,-65.44,+14.32,12687,1446075,-68.06,+14.27,12641,0,+0.00,+0.00,0,5685,0.00,+0.06,46,,,,,,,,,,,
당일 거래량 상위 종목,79,067730,로지시스,+2805,2,+90,+3.31,,,,,,,,,,1338206,+1590.77,+13.83,3985,1338206,+7492.34,+13.84,3985,0,0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,80,002900,TYM,-4650,5,-110,-2.31,,,,,,,,,,1329123,-60.86,+2.95,6272,1329003,-62.65,+2.95,6272,0,+0.00,+0.00,0,120,-1.92,+0.01,1,,,,,,,,,,,
당일 거래량 상위 종목,81,065650,하이퍼코퍼레이션,+1323,2,+117,+9.70,,,,,,,,,,1309842,+276.18,+1.23,1702,1309842,+276.42,+1.23,1702,0,+0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,82,009270,신원,-1277,5,-27,-2.07,,,,,,,,,,1291853,-6.22,+1.26,1644,1286037,-6.22,+1.26,1636,0,+0.00,+0.00,0,5816,0.00,+0.01,8,,,,,,,,,,,
당일 거래량 상위 종목,83,335890,비올,+8360,2,+230,+2.83,,,,,,,,,,1283826,-82.44,+2.20,10852,1283826,-83.53,+2.20,10852,0,+0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,84,464500,아이언디바이스,+4005,2,+315,+8.54,,,,,,,,,,1279946,+414.07,+9.37,5242,1279035,+423.66,+9.37,5239,0,+0.00,+0.00,0,911,0.00,+0.01,3,,,,,,,,,,,
당일 거래량 상위 종목,85,025980,아난티,-5510,5,-260,-4.51,,,,,,,,,,1229618,-8.76,+1.39,6852,1228893,-8.83,+1.39,6848,0,+0.00,+0.00,0,725,0.00,+0.01,4,,,,,,,,,,,
당일 거래량 상위 종목,86,462010,TIGER 2차전지소재Fn,+4960,2,+75,+1.54,,,,,,,,,,1223183,-57.81,+1.16,6091,1223183,-57.93,+1.16,6091,0,+0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,87,009810,플레이그램,+359,2,+1,+0.28,,,,,,,,,,1191736,-37.58,+0.78,442,1191736,-37.73,+0.79,442,0,+0.00,+0.00,0,0,+0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,88,053030,바이넥스,+18190,2,+1520,+9.12,,,,,,,,,,1178604,+181.67,+3.61,20745,1178415,+184.62,+3.61,20742,0,+0.00,+0.00,0,189,-12.23,+0.01,3,,,,,,,,,,,
당일 거래량 상위 종목,89,042660,한화오션,-35850,5,-550,-1.51,,,,,,,,,,1106683,-30.14,+0.36,39943,1105467,-30.64,+0.37,39899,0,+0.00,+0.00,0,1216,+107.05,+0.01,44,,,,,,,,,,,
당일 거래량 상위 종목,90,069500,KODEX 200,-33325,5,-45,-0.13,,,,,,,,,,1098869,-19.81,+0.65,36591,1098869,-29.70,+0.65,36591,0,+0.00,+0.00,0,0,+0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,91,378800,샤페론,+3740,2,+20,+0.54,,,,,,,,,,1084605,-71.41,+3.60,4161,1084585,-72.33,+3.60,4161,0,+0.00,+0.00,0,20,-3.38,+0.01,0,,,,,,,,,,,
당일 거래량 상위 종목,92,299660,셀리드,+5840,2,+150,+2.64,,,,,,,,,,1071620,-76.30,+5.08,6236,1071083,-77.80,+5.08,6232,0,+0.00,+0.00,0,537,+308.63,+0.01,3,,,,,,,,,,,
당일 거래량 상위 종목,93,443670,에스피소프트,-9070,5,-30,-0.33,,,,,,,,,,1047097,-15.38,+4.33,9406,1046060,-15.64,+4.33,9397,0,+0.00,+0.00,0,1037,-9.21,+0.01,9,,,,,,,,,,,
당일 거래량 상위 종목,94,227950,엔투텍,-479,5,-31,-6.08,,,,,,,,,,1037926,-55.44,+1.00,506,1015295,-68.49,+0.99,495,0,+0.00,+0.00,0,22631,0.00,+0.03,12,,,,,,,,,,,
당일 거래량 상위 종목,95,063080,컴투스홀딩스,+35350,2,+3550,+11.16,,,,,,,,,,1028856,+614.71,+15.60,37037,1028856,+636.71,+15.61,37037,0,+0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,96,000100,유한양행,+119900,2,+3600,+3.10,,,,,,,,,,992077,-82.63,+1.24,117784,991441,-84.95,+1.24,117710,0,+0.00,+0.00,0,636,-28.58,+0.01,74,,,,,,,,,,,
당일 거래량 상위 종목,97,064350,현대로템,+53200,2,+1200,+2.31,,,,,,,,,,985317,-37.24,+0.90,52184,985042,-37.72,+0.91,52170,0,+0.00,+0.00,0,275,-7.47,+0.01,14,,,,,,,,,,,
당일 거래량 상위 종목,98,363260,모비데이즈,+1884,2,+104,+5.84,,,,,,,,,,983376,+114.11,+3.06,1826,980875,+117.93,+3.05,1822,0,+0.00,+0.00,0,2501,+608.52,+0.01,4,,,,,,,,,,,
당일 거래량 상위 종목,99,032820,우리기술,+2310,2,+5,+0.22,,,,,,,,,,979651,-37.08,+0.62,2276,976070,-37.75,+0.62,2268,0,+0.00,+0.00,0,3581,+688.66,+0.01,8,,,,,,,,,,,
전일 거래량 상위 종목,0,252670,KODEX 200선물인버스2X,+2405,2,+5,,,,,,,,,,,48389502,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,1,007110,일신석재,-1806,5,-94,,,,,,,,,,,8005669,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,2,039980,폴라리스AI,+3000,2,+75,,,,,,,,,,,31966972,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,3,394800,쓰리빌리언,+6170,2,+340,,,,,,,,,,,23791016,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,4,251340,KODEX 코스닥150선물인버스,-4030,5,-25,,,,,,,,,,,15452785,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,5,041020,폴라리스오피스,-6630,5,-260,,,,,,,,,,,3610295,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,6,233740,KODEX 코스닥150레버리지,+7285,2,+60,,,,,,,,,,,14417806,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,7,530036,삼성 인버스 2X WTI원유 선물 ETN,+99,2,+1,,,,,,,,,,,3462991,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,8,270520,지오릿에너지,-1729,5,-52,,,,,,,,,,,14754104,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,9,208640,썸에이지,-378,5,-6,,,,,,,,,,,2102554,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,10,005930,삼성전자,-55700,5,-600,,,,,,,,,,,7591308,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,11,009270,신원,-1277,5,-27,,,,,,,,,,,1291853,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,12,475580,에이럭스,-9490,5,-350,,,,,,,,,,,2492226,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,13,357880,비트나인,+3520,2,+365,,,,,,,,,,,20972384,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,14,114800,KODEX 인버스,+4615,2,+5,,,,,,,,,,,9300369,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,15,464080,에스오에스랩,+8480,2,+310,,,,,,,,,,,2826816,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,16,177350,베셀,-223,5,-5,,,,,,,,,,,3682228,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,17,033320,제이씨현시스템,-4800,5,-120,,,,,,,,,,,1485562,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,18,389680,유디엠텍,-1177,5,-11,,,,,,,,,,,1541991,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 거래량 상위 종목,19,168490,한국패러랠,178,3,0,,,,,,,,,,,3936404,,,,,,,,,,,,,,,,,,,,,,,,,,
가격 급등락 종목,0,069920,엑시온그룹,-944,5,-25,-2.58,,,,,25,,,,,86190,,,,,,,,,,,,,,,,895,49,+5.47,,,,,,,,
가격 급등락 종목,1,148780,비큐AI,+1109,2,+38,+3.55,,,,,25,,,,,60902,,,,,,,,,,,,,,,,1087,22,+2.02,,,,,,,,
가격 급등락 종목,2,221800,유투바이오,+2920,2,+190,+6.96,,,,,0,,,,,692801,,,,,,,,,,,,,,,,2875,45,+1.57,,,,,,,,
가격 급등락 종목,3,250930,예선테크,-458,5,-9,-1.93,,,,,25,,,,,37886,,,,,,,,,,,,,,,,452,6,+1.33,,,,,,,,
가격 급등락 종목,4,154040,다산솔루에타,-1133,5,-9,-0.79,,,,,25,,,,,21366,,,,,,,,,,,,,,,,1119,14,+1.25,,,,,,,,
가격 급등락 종목,5,347860,알체라,-2125,5,-20,-0.93,,,,,15,,,,,78927,,,,,,,,,,,,,,,,2100,25,+1.19,,,,,,,,
가격 급등락 종목,6,208640,썸에이지,-378,5,-6,-1.56,,,,,25,,,,,2102554,,,,,,,,,,,,,,,,374,4,+1.07,,,,,,,,
가격 급등락 종목,7,123010,아이윈플러스,-607,5,-6,-0.98,,,,,25,,,,,118023,,,,,,,,,,,,,,,,601,6,+1.00,,,,,,,,
가격 급등락 종목,8,052790,액토즈소프트,+7200,2,+280,+4.05,,,,,28,,,,,81188,,,,,,,,,,,,,,,,7130,70,+0.98,,,,,,,,
가격 급등락 종목,9,082270,젬백스,+17430,2,+1250,+7.73,,,,,25,,,,,257718,,,,,,,,,,,,,,,,17270,160,+0.93,,,,,,,,
가격 급등락 종목,10,247660,나노씨엠에스,-6800,5,-20,-0.29,,,,,25,,,,,2708,,,,,,,,,,,,,,,,6740,60,+0.89,,,,,,,,
가격 급등락 종목,11,043090,더테크놀로지,+345,2,+3,+0.88,,,,,15,,,,,397574,,,,,,,,,,,,,,,,342,3,+0.88,,,,,,,,
가격 급등락 종목,12,004720,팜젠사이언스,+4735,2,+35,+0.74,,,,,28,,,,,5924,,,,,,,,,,,,,,,,4695,40,+0.85,,,,,,,,
가격 급등락 종목,13,078160,메디포스트,-9550,5,-220,-2.25,,,,,25,,,,,197096,,,,,,,,,,,,,,,,9470,80,+0.84,,,,,,,,
가격 급등락 종목,14,034940,조아제약,+984,2,+12,+1.23,,,,,25,,,,,22474,,,,,,,,,,,,,,,,976,8,+0.82,,,,,,,,
가격 급등락 종목,15,104620,노랑풍선,-5050,5,-50,-0.98,,,,,0,,,,,37852,,,,,,,,,,,,,,,,5010,40,+0.80,,,,,,,,
가격 급등락 종목,16,014830,유니드,+64200,2,+600,+0.94,,,,,27,,,,,6215,,,,,,,,,,,,,,,,63700,500,+0.78,,,,,,,,
가격 급등락 종목,17,140410,메지온,+32150,2,+1050,+3.38,,,,,25,,,,,41042,,,,,,,,,,,,,,,,31900,250,+0.78,,,,,,,,
가격 급등락 종목,18,015020,이스타코,+644,2,+6,+0.94,,,,,25,,,,,30110,,,,,,,,,,,,,,,,639,5,+0.78,,,,,,,,
가격 급등락 종목,19,317830,에스피시스템스,-5220,5,-160,-2.97,,,,,0,,,,,29728,,,,,,,,,,,,,,,,5180,40,+0.77,,,,,,,,
가격 급등락 종목,20,465670,TIGER 미국캐시카우100,-13105,5,-115,-0.87,,,,,20,,,,,9381,,,,,,,,,,,,,,,,13005,100,+0.77,,,,,,,,
가격 급등락 종목,21,294870,HDC현대산업개발,+20400,2,+50,+0.25,,,,,27,,,,,294205,,,,,,,,,,,,,,,,20250,150,+0.74,,,,,,,,
가격 급등락 종목,22,465660,TIGER 일본반도체FACTSET,-11060,5,-15,-0.14,,,,,20,,,,,3926,,,,,,,,,,,,,,,,10980,80,+0.73,,,,,,,,
가격 급등락 종목,23,448830,미래에셋비전스팩3호,-2095,5,-5,-0.24,,,,,25,,,,,803,,,,,,,,,,,,,,,,2080,15,+0.72,,,,,,,,
가격 급등락 종목,24,084730,팅크웨어,-9840,5,-50,-0.51,,,,,27,,,,,18340,,,,,,,,,,,,,,,,9770,70,+0.72,,,,,,,,
가격 급등락 종목,25,258610,케일럼,+1269,2,+18,+1.44,,,,,25,,,,,5506,,,,,,,,,,,,,,,,1260,9,+0.71,,,,,,,,
가격 급등락 종목,26,452400,이닉스,+10110,2,+100,+1.00,,,,,28,,,,,6576,,,,,,,,,,,,,,,,10040,70,+0.70,,,,,,,,
가격 급등락 종목,27,014990,인디에프,+1028,2,+82,+8.67,,,,,25,,,,,26688534,,,,,,,,,,,,,,,,1021,7,+0.69,,,,,,,,
가격 급등락 종목,28,474170,루미르,+10420,2,+20,+0.19,,,,,28,,,,,496697,,,,,,,,,,,,,,,,10350,70,+0.68,,,,,,,,
가격 급등락 종목,29,200780,비씨월드제약,+4490,2,+5,+0.11,,,,,25,,,,,275,,,,,,,,,,,,,,,,4460,30,+0.67,,,,,,,,
가격 급등락 종목,30,049470,SGA,+300,2,+1,+0.33,,,,,25,,,,,94056,,,,,,,,,,,,,,,,298,2,+0.67,,,,,,,,
가격 급등락 종목,31,001360,삼성제약,+1530,2,+11,+0.72,,,,,25,,,,,100532,,,,,,,,,,,,,,,,1520,10,+0.66,,,,,,,,
가격 급등락 종목,32,010640,진양폴리,-6160,5,-100,-1.60,,,,,28,,,,,119700,,,,,,,,,,,,,,,,6120,40,+0.65,,,,,,,,
가격 급등락 종목,33,220180,핸디소프트,+3080,2,+10,+0.33,,,,,0,,,,,9724,,,,,,,,,,,,,,,,3060,20,+0.65,,,,,,,,
가격 급등락 종목,34,123420,위메이드플레이,7870,3,0,0.00,,,,,28,,,,,13459,,,,,,,,,,,,,,,,7820,50,+0.64,,,,,,,,
가격 급등락 종목,35,078935,GS우,+39900,2,+550,+1.40,,,,,28,,,,,4084,,,,,,,,,,,,,,,,39650,250,+0.63,,,,,,,,
가격 급등락 종목,36,001060,JW중외제약,+24200,2,+650,+2.76,,,,,27,,,,,32650,,,,,,,,,,,,,,,,24050,150,+0.62,,,,,,,,
가격 급등락 종목,37,046940,우원개발,-2430,5,-10,-0.41,,,,,0,,,,,79558,,,,,,,,,,,,,,,,2415,15,+0.62,,,,,,,,
가격 급등락 종목,38,052220,iMBC,+2435,2,+5,+0.21,,,,,28,,,,,19102,,,,,,,,,,,,,,,,2420,15,+0.62,,,,,,,,
가격 급등락 종목,39,069330,유아이디,-1307,5,-8,-0.61,,,,,25,,,,,12535,,,,,,,,,,,,,,,,1299,8,+0.62,,,,,,,,
가격 급등락 종목,40,280360,롯데웰푸드,+116000,2,+2700,+2.38,,,,,27,,,,,4317,,,,,,,,,,,,,,,,115300,700,+0.61,,,,,,,,
가격 급등락 종목,41,032680,소프트센,-333,5,-2,-0.60,,,,,28,,,,,398136,,,,,,,,,,,,,,,,331,2,+0.60,,,,,,,,
가격 급등락 종목,42,415760,SOL 차이나육성산업액티브(합성),+7515,2,+155,+2.11,,,,,20,,,,,18130,,,,,,,,,,,,,,,,7470,45,+0.60,,,,,,,,
가격 급등락 종목,43,396300,세아메카닉스,+2525,2,+15,+0.60,,,,,28,,,,,29804,,,,,,,,,,,,,,,,2510,15,+0.60,,,,,,,,
가격 급등락 종목,44,038880,아이에이,-169,5,-3,-1.74,,,,,25,,,,,291729,,,,,,,,,,,,,,,,168,1,+0.60,,,,,,,,
가격 급등락 종목,45,006650,대한유화,+85600,2,+1100,+1.30,,,,,27,,,,,6657,,,,,,,,,,,,,,,,85100,500,+0.59,,,,,,,,
가격 급등락 종목,46,011080,형지I&C,+517,2,+6,+1.17,,,,,25,,,,,34986,,,,,,,,,,,,,,,,514,3,+0.58,,,,,,,,
